elapsed,cwnd,bytes_acked,bytes_received,rcv_space
0.475182056427,112,12373,2585,28960
0.478917837143,1,-,-,-
0.479044914246,19,2737,1656,28960
1.49481797218,115,12849,2585,28960
1.49920988083,10,-,83984,43440
1.49935889244,10,-,83984,30408
1.49949288368,27,7921,1896,28960
1.49963283539,10,-,79640,28960
1.49976992607,10,-,86880,28960
1.49990487099,10,-,98464,30408
2.51529884338,115,12849,2585,28960
2.51958298683,10,-,330144,94120
2.51969790459,10,-,218648,60816
2.51982593536,36,14417,2136,28960
2.51994800568,10,-,301184,78192
2.52007484436,10,-,289600,83984
2.52018594742,10,-,222992,57920
3.53547596931,115,12849,2585,28960
3.5400249958,10,-,408336,182448
3.54014492035,10,-,408336,128872
3.54027295113,45,20913,2376,28960
3.54039096832,10,-,524176,172312
3.5405049324,10,-,376480,160728
3.54062891006,10,-,512592,166520
4.55493497849,115,12849,2585,28960
4.55904698372,10,-,428608,182448
4.55919384956,10,-,553136,128872
4.55932998657,54,27409,2616,28960
4.55945682526,10,-,897760,211408
4.5595870018,10,-,399648,160728
4.55971503258,10,-,661736,166520
5.57412981987,115,12849,2585,28960
5.57825994492,10,-,440192,182448
5.5783970356,10,-,679112,128872
5.57850790024,63,33937,2856,28960
5.57862591743,10,-,1101928,211408
5.57873797417,10,-,411232,160728
5.57885193825,10,-,860112,166520
6.59325194359,115,12849,2585,28960
6.59748792648,10,-,453224,182448
6.59762382507,10,-,776128,128872
6.59774899483,72,40449,3096,28960
6.59787297249,10,-,1172880,211408
6.59800696373,10,-,422816,160728
6.59814286232,10,-,935408,166520
7.61324501038,115,12849,2585,28960
7.61737203598,10,-,463360,182448
7.61751699448,10,-,787712,128872
7.61765098572,81,46961,3336,28960
7.61779093742,10,-,1184464,211408
7.61792302132,10,-,434400,160728
7.61805200577,10,-,946992,166520
8.63259482384,10,-,-,-
8.63701581955,115,12849,2585,28960
8.63715791702,10,-,474944,182448
8.63730287552,10,-,794952,128872
8.63743305206,90,53473,3576,28960
8.63756299019,10,-,1196048,211408
8.6376979351,10,-,445984,160728
8.63783597946,10,-,958576,166520
9.65324282646,1,-,-,-
9.65769100189,115,12849,2585,28960
9.65782999992,10,-,486528,182448
9.65794491768,10,-,806536,128872
9.65806293488,99,60193,3816,28960
9.65818095207,10,-,1207632,211408
9.65829086304,10,-,457568,160728
9.65843892097,10,-,970160,166520
10.6730818748,1,-,-,-
10.6772489548,115,12849,2585,28960
10.6774070263,10,-,489424,182448
10.6775438786,10,-,806536,128872
10.6776750088,108,66929,4056,28960
10.6778080463,10,-,1209080,211408
10.6779420376,10,-,460464,160728
10.6780788898,10,-,978848,166520
11.6931059361,115,12849,2585,28960
11.6972930431,10,-,498112,182448
11.697439909,10,-,818120,128872
11.6975729465,32,73665,4296,28960
11.6977658272,10,-,1219216,211408
11.6979298592,10,-,469152,160728
11.6980650425,10,-,981744,166520
12.712898016,115,12849,2585,28960
12.7169430256,10,-,503904,182448
12.7170679569,10,-,823912,128872
12.7171809673,32,80193,4536,28960
12.7172930241,10,-,1225008,211408
12.7174088955,10,-,474944,160728
12.7175240517,10,-,987536,166520
13.7341039181,115,12849,2585,28960
13.7360990047,10,-,503904,182448
13.736232996,10,-,823912,128872
13.736374855,8,86721,4776,28960
13.7365159988,10,-,1225008,211408
13.7366518974,10,-,474944,160728
13.7367768288,10,-,987536,166520
14.7525210381,115,12849,2585,28960
14.7566409111,10,-,556032,182448
14.7567789555,10,-,876040,128872
14.7569129467,17,93249,5016,28960
14.7570509911,10,-,1277136,211408
14.7571809292,10,-,527072,160728
14.757311821,10,-,1039664,166520
15.7722048759,115,12849,2585,28960
15.7761700153,10,-,570512,182448
15.7762999535,10,-,945544,128872
15.7764229774,26,99777,5256,28960
15.7765338421,10,-,1346640,211408
15.7766509056,10,-,541552,160728
15.7767698765,10,-,1109168,166520
16.7913279533,115,12849,2585,28960
16.7955009937,10,-,573408,182448
16.7956218719,10,-,955680,128872
16.795735836,32,106305,5496,28960
16.7958569527,10,-,1382840,211408
16.7959699631,10,-,545896,160728
16.7960889339,10,-,1130888,166520
17.8102009296,115,12849,2585,28960
17.8143348694,10,-,584992,182448
17.8145289421,10,-,991880,128872
17.8146660328,32,112833,5736,28960
17.8148059845,10,-,1427728,211408
17.8149418831,10,-,556032,160728
17.8150730133,10,-,1169984,166520
18.830425024,115,12849,2585,28960
18.8345940113,10,-,599472,182448
18.8347320557,10,-,1038216,128872
18.8348660469,32,119361,5976,28960
18.8350100517,10,-,1508816,211408
18.8351418972,10,-,570512,160728
18.8352708817,10,-,1230800,166520
19.8499548435,115,12849,2585,28960
19.8542909622,10,-,613952,182448
19.8544378281,10,-,1084552,128872
19.8545520306,32,125905,6216,28960
19.8546419144,10,-,-,-
19.8547539711,10,-,1589904,211408
19.8548648357,10,-,584992,160728
19.8549740314,10,-,1291616,166520
20.8698480129,115,12849,2585,28960
20.8742959499,10,-,624088,182448
20.8745269775,10,-,1101928,128872
20.874658823,32,132641,6456,28960
20.8747589588,1,-,-,-
20.8748810291,10,-,1607280,211408
20.8749949932,10,-,593680,160728
20.8751120567,10,-,1306096,166520
21.8926339149,115,12849,2585,28960
21.8946778774,10,-,651600,182448
21.8948118687,10,-,1136680,128872
21.8949398994,8,139393,6696,28960
21.8950550556,1,-,-,-
