elapsed,cwnd,bytes_acked,bytes_received,rcv_space
16.802740097,10,-,2287840,331592
16.8028619289,10,-,1827376,306976
16.8029839993,73,8185,2793,28960
17.8175480366,10,-,2684592,337384
17.8221650124,32,112273,5736,28960
17.8223109245,10,-,2224128,298288
17.8224470615,10,-,2316800,306976
17.8225619793,1,-,-,-
17.8227081299,10,-,2471736,331592
17.8228700161,10,-,1876608,306976
17.8230061531,73,8185,2793,28960
18.8377161026,10,-,2927856,359104
18.8421311378,32,119073,5976,28960
18.8422949314,10,-,2293632,298288
18.8424329758,10,-,2387752,320008
18.8425481319,1,-,-,-
18.8426940441,10,-,2814912,360552
18.8428509235,10,-,1918600,306976
18.8429839611,73,8185,2793,28960
19.8578500748,10,-,3159536,359104
19.8622961044,32,125857,6216,28960
19.8624420166,10,-,2361688,298288
19.8625781536,10,-,2464496,320008
19.8627080917,1,-,-,-
19.8628840446,10,-,3159536,360552
19.8630189896,10,-,1967832,306976
19.8631560802,73,8185,2793,28960
20.880849123,10,-,3441896,359104
20.8825550079,8,132641,6456,28960
20.8826920986,10,-,2429744,298288
20.8828339577,10,-,2525312,320008
20.8829500675,10,-,3502712,360552
20.8830649853,10,-,2035888,306976
20.8831839561,73,8185,2793,28960
21.8972690105,10,-,3750320,359104
21.901417017,17,139185,6696,28960
21.9015331268,10,-,2499248,298288
21.9016480446,10,-,2578888,320008
21.9017689228,10,-,3785072,360552
21.9018819332,10,-,2105392,306976
21.9020040035,73,8185,2793,28960
22.9168200493,10,-,4086256,359104
22.9210059643,26,145729,6936,28960
22.9211509228,10,-,2555720,298288
22.9212970734,10,-,2649840,320008
22.9214289188,10,-,4089152,360552
22.9215631485,10,-,2174896,306976
22.9216980934,73,8185,2793,28960
23.9368290901,10,-,4265808,359104
23.9407949448,35,152273,7176,28960
23.9409220219,10,-,2657080,298288
23.9410390854,10,-,2784504,320008
23.9411649704,10,-,4300560,360552
23.9412920475,10,-,2305216,306976
23.9414141178,73,8185,2793,28960
24.9556491375,10,-,4407712,359104
24.9600920677,38,158817,7416,28960
24.9602129459,10,-,2751200,298288
24.9603230953,10,-,2969848,320008
24.9604411125,10,-,4581472,360552
24.9605610371,10,-,2386304,306976
24.9606821537,73,8185,2793,28960
25.9750699997,10,-,4580024,359104
25.9793639183,38,165377,7656,28960
25.9794991016,10,-,2881520,298288
25.9796290398,10,-,3094376,320008
25.9797420502,10,-,4787088,360552
25.9798650742,10,-,2481872,306976
25.9799981117,73,8185,2793,28960
26.9946079254,10,-,4769712,359104
26.9988911152,38,171937,7896,28960
26.9990551472,10,-,3020528,298288
26.9991891384,10,-,3229040,320008
26.9993219376,10,-,5001392,360552
26.9994540215,10,-,2587576,306976
26.9995939732,73,8185,2793,28960
28.014359951,10,-,4934784,359104
28.0184750557,38,178481,8136,28960
28.0186281204,10,-,3159536,298288
28.0188250542,10,-,3357912,320008
28.0189659595,10,-,5212800,360552
28.0191540718,10,-,2696176,306976
28.0193209648,73,8185,2793,28960
29.0367040634,10,-,-,-
29.038640976,10,-,5076688,359104
29.0388159752,8,185025,8376,28960
29.038973093,10,-,3295648,298288
29.0391089916,10,-,3492576,320008
29.0392460823,10,-,5438688,360552
29.0393760204,10,-,2800432,306976
29.0395140648,73,8185,2793,28960
30.0547881126,1,-,-,-
30.0589420795,10,-,5244656,359104
30.0590720177,17,191777,8616,28960
30.0592010021,10,-,3439000,298288
30.0593190193,10,-,3628688,320008
30.059440136,10,-,5664576,360552
30.0595569611,10,-,2888760,306976
30.0596680641,73,8185,2793,28960
31.0758039951,1,-,-,-
31.0799851418,10,-,5395248,359104
31.0801000595,26,198545,8856,28960
31.0802240372,10,-,3576560,298288
31.0803411007,10,-,3743080,320008
31.0804460049,10,-,5835440,360552
31.0805549622,10,-,2968400,306976
31.0806760788,73,8185,2793,28960
32.0954389572,10,-,5545840,359104
32.0994880199,35,205329,9096,28960
32.099642992,10,-,3721360,298288
32.0997769833,10,-,3867608,320008
32.0999069214,10,-,6041056,360552
32.100041151,10,-,3059624,306976
32.1001820564,73,8185,2793,28960
33.1148710251,10,-,5696432,359104
33.1191220284,36,211889,9336,28960
33.1192600727,10,-,3876296,298288
33.1193890572,10,-,3997928,320008
33.1195459366,10,-,6237984,360552
33.1196889877,10,-,3147952,306976
33.1198270321,73,8185,2793,28960
34.1369800568,10,-,5841232,359104
34.1387040615,8,218433,9576,28960
34.1388580799,10,-,4045712,298288
34.1389839649,10,-,4107976,320008
34.1391141415,10,-,6411744,360552
34.1392331123,10,-,3230488,306976
34.1393620968,73,8185,2793,28960
35.1542229652,10,-,6000512,359104
35.1581690311,17,224993,9816,28960
35.1582870483,10,-,4202096,298288
35.1584060192,10,-,4204992,320008
35.1585190296,10,-,6571024,360552
35.1586301327,10,-,3321712,306976
35.1587779522,73,8185,2793,28960
36.1738300323,10,-,6148208,359104
36.1779680252,26,231553,10056,28960
36.1781280041,10,-,4315040,298288
36.1782619953,10,-,4274496,320008
36.1783969402,10,-,6721616,360552
36.1785309315,10,-,3404248,306976
36.1786620617,73,8185,2793,28960
37.1936249733,10,-,6307488,359104
37.1977720261,32,238097,10296,28960
37.1979179382,10,-,4412056,298288
37.1980550289,10,-,4330968,320008
37.1981980801,10,-,6869312,360552
37.1983339787,10,-,3489680,306976
37.1984739304,73,8185,2793,28960
38.2138359547,10,-,6487040,359104
38.2179090977,32,244657,10536,28960
38.2180330753,10,-,4500384,298288
38.2181661129,10,-,4383096,320008
38.2182850838,10,-,7008320,360552
38.2184021473,10,-,3567872,306976
38.2185249329,73,8185,2793,28960
39.2353489399,10,-,6666592,359104
39.2373671532,8,251217,10776,28960
39.2375011444,10,-,4582920,298288
39.2376301289,10,-,4432328,320008
39.2377560139,10,-,7153120,360552
39.2378470898,10,-,-,-
39.2379670143,10,-,3647512,306976
39.2380900383,73,8185,2793,28960
40.25248909,10,-,6840352,359104
40.2568120956,17,257969,11016,28960
40.256953001,10,-,4639392,298288
40.2570860386,10,-,4483008,320008
40.2572350502,10,-,7280544,360552
40.2573471069,1,-,-,-
40.2574880123,10,-,3724256,306976
40.2576370239,73,8185,2793,28960
41.2720599174,10,-,7045968,359104
41.2763769627,26,264737,11256,28960
41.2765100002,10,-,4700208,298288
41.2766270638,10,-,4539480,320008
41.2767660618,10,-,7413760,360552
41.2768671513,1,-,-,-
41.2769920826,10,-,3814032,306976
41.2771029472,73,8185,2793,28960
42.2920651436,10,-,7254480,359104
42.2966649532,35,271521,11496,28960
42.2968139648,10,-,4756680,298288
42.2969501019,10,-,4593056,320008
42.2970950603,10,-,7526704,360552
42.2972049713,1,-,-,-
42.2973351479,10,-,3913944,306976
42.2974770069,73,8185,2793,28960
43.3117690086,10,-,7457200,359104
43.316188097,44,278289,11736,28960
43.316352129,10,-,4813152,298288
43.3164880276,10,-,4649528,320008
43.316628933,10,-,7607792,360552
43.3167500496,1,-,-,-
43.3169519901,10,-,4005168,306976
43.3171200752,73,8185,2793,28960
44.3321819305,10,-,7665712,359104
44.3363170624,44,285089,11976,28960
44.3364589214,10,-,4871072,298288
44.3365800381,10,-,4707448,320008
44.3367109299,10,-,7671504,360552
44.3368160725,1,-,-,-
44.3369350433,10,-,4103632,306976
44.3370640278,73,8185,2793,28960
45.3519699574,10,-,7891600,359104
45.3562860489,44,291873,12216,28960
45.3564169407,10,-,4936232,298288
45.3565299511,10,-,4778400,320008
45.3566570282,10,-,7736664,360552
45.356760025,1,-,-,-
45.3568739891,10,-,4225264,306976
45.3569860458,73,8185,2793,28960
46.3722510338,10,-,8050880,359104
46.376625061,44,298657,12456,28960
46.376750946,10,-,5005736,298288
46.3768761158,10,-,4873968,320008
46.3770000935,10,-,7785896,360552
46.3771009445,1,-,-,-
46.3772170544,10,-,4354136,306976
46.3773400784,73,8185,2793,28960
47.3925881386,10,-,8175408,359104
47.3967149258,44,305441,12696,28960
47.3968789577,10,-,5068000,298288
47.3970170021,10,-,4979672,320008
47.39716506,10,-,7824992,360552
47.397300005,10,-,4491696,306976
47.3974330425,73,8185,2793,28960
48.4124801159,10,-,8253600,359104
48.4166259766,44,312001,12936,28960
48.4167511463,10,-,5125920,298288
48.4168720245,10,-,5096960,320008
48.4169960022,10,-,7862640,360552
48.4171209335,10,-,4648080,306976
48.4172370434,73,8185,2793,28960
49.4324259758,10,-,8314416,359104
49.4365439415,44,318561,13176,28960
49.4366669655,10,-,5183840,298288
49.4367930889,10,-,5217144,320008
49.4369120598,10,-,7898840,360552
49.4370310307,10,-,4804464,306976
49.4371480942,73,8185,2793,28960
50.4518079758,10,-,8363648,359104
50.4559590816,44,325105,13416,28960
50.4561171532,10,-,5234520,298288
50.4562499523,10,-,5319952,320008
50.4563879967,10,-,7933592,360552
50.4565200806,10,-,4949264,306976
50.4566590786,73,8185,2793,28960
51.471820116,10,-,8412880,359104
51.4756760597,46,331649,13656,28960
51.4758229256,10,-,5282304,298288
51.4759509563,10,-,5419864,320008
51.4760780334,10,-,7979928,360552
51.4761960506,10,-,5073792,306976
51.4763219357,73,8185,2793,28960
52.4906101227,10,-,8463560,359104
52.4946389198,46,338225,13896,28960
52.494781971,10,-,5331536,298288
52.4948980808,10,-,5509640,320008
52.4950089455,10,-,8040744,360552
52.495123148,10,-,5198320,306976
52.4952421188,73,8185,2793,28960
53.5104389191,10,-,8517136,359104
53.5142591,46,344785,14136,28960
53.5144169331,10,-,5386560,298288
53.5145521164,10,-,5573352,320008
53.5146849155,10,-,8108800,360552
53.5148620605,10,-,5366288,306976
53.5149979591,73,8185,2793,28960
54.5301139355,10,-,8575056,359104
54.5339441299,46,351345,14376,28960
54.5340940952,10,-,5469096,298288
54.5342309475,10,-,5631272,320008
54.5343630314,10,-,8188440,360552
54.5344920158,10,-,5516880,306976
54.5346410275,73,8185,2793,28960
55.549571991,10,-,8628632,359104
55.5539009571,46,357873,14616,28960
55.5540289879,10,-,5553080,298288
55.5541219711,10,-,-,-
55.5542471409,10,-,5681952,320008
55.5543649197,10,-,8279664,360552
55.5544800758,10,-,5641408,306976
55.5546119213,73,8185,2793,28960
56.5692751408,10,-,8674968,359104
56.5735490322,46,364625,14856,28960
56.5736830235,10,-,5626928,298288
56.573786974,1,-,-,-
56.5738990307,10,-,5728288,320008
56.5740189552,10,-,8373784,360552
56.5741350651,10,-,5758696,306976
56.5742530823,73,8185,2793,28960
57.591504097,10,-,8721304,359104
57.5933279991,8,371393,15096,28960
57.5934541225,10,-,5713808,298288
57.5935540199,1,-,-,-
57.5936779976,10,-,5774624,320008
57.5937991142,10,-,8465008,360552
57.5939171314,10,-,5858608,306976
57.594037056,73,8185,2793,28960
58.6089379787,10,-,8771984,359104
58.6131031513,17,378161,15336,28960
58.6132359505,10,-,5818064,298288
58.6133589745,10,-,5828200,320008
58.613492012,10,-,8553336,360552
58.6136169434,10,-,5939696,306976
58.6137361526,73,8185,2793,28960
59.6283969879,10,-,8832800,359104
59.6322090626,26,384721,15576,28960
59.6323649883,10,-,5904944,298288
59.6324989796,10,-,5887568,320008
59.6326360703,10,-,8647456,360552
59.6327660084,10,-,6006304,306976
59.6329100132,73,8185,2793,28960
60.6477589607,10,-,8918232,359104
60.6519229412,34,391265,15816,28960
60.6520659924,10,-,5997616,298288
60.6522140503,10,-,5945488,320008
60.6523439884,10,-,8740128,360552
60.6524720192,10,-,6064224,306976
60.6526219845,73,8185,2793,28960
61.6670479774,10,-,9008008,359104
61.6710159779,34,397841,16056,28960
61.6711781025,10,-,6096080,298288
61.6713140011,10,-,6007752,320008
61.671446085,10,-,8834248,360552
61.6715810299,10,-,6123592,306976
61.6717140675,73,8185,2793,28960
62.6870019436,10,-,9096336,359104
62.6913340092,38,404417,16296,28960
62.6914920807,10,-,6188752,298288
62.6916339397,10,-,6064224,320008
62.6917710304,10,-,8934160,360552
62.6919050217,10,-,6182960,306976
62.6920361519,73,8185,2793,28960
63.7070910931,10,-,9181768,359104
63.7112300396,38,410945,16536,28960
63.711386919,10,-,6287216,298288
63.7115211487,10,-,6129384,320008
63.7116580009,10,-,9034072,360552
63.7117929459,10,-,6271288,306976
63.7119381428,73,8185,2793,28960
64.7280170918,10,-,9270096,359104
64.7317740917,38,417489,16776,28960
64.7319190502,10,-,6379888,298288
64.7320671082,10,-,6210472,320008
64.7322001457,10,-,9128192,360552
64.7323379517,10,-,6420432,306976
64.7324941158,73,8185,2793,28960
65.7499029636,10,-,9351184,359104
65.7516801357,8,424049,17016,28960
65.7518219948,10,-,6465320,298288
65.751953125,10,-,6290112,320008
65.7520821095,10,-,9226656,360552
65.7522039413,10,-,6595640,306976
65.7523219585,73,8185,2793,28960
66.7666261196,10,-,9442408,359104
66.7709770203,17,430609,17256,28960
66.7710950375,10,-,6557992,298288
66.7712049484,10,-,6387128,320008
66.7713220119,10,-,9330912,360552
66.7714121342,10,-,-,-
66.7715220451,10,-,6765056,306976
66.771641016,73,8185,2793,28960
67.7863819599,10,-,9539424,359104
67.7904829979,26,437345,17496,28960
67.7906420231,10,-,6650664,298288
67.7908051014,10,-,6485592,320008
67.7909369469,10,-,9451096,360552
67.7910580635,1,-,-,-
67.7911911011,10,-,6935920,306976
67.7913269997,73,8185,2793,28960
68.8057749271,10,-,9607480,359104
68.8100569248,32,444113,17736,28960
68.8101921082,10,-,6737544,298288
68.8103270531,10,-,6556544,320008
68.8104660511,10,-,9684224,360552
68.8105690479,1,-,-,-
68.8106989861,10,-,7061896,306976
68.8108711243,73,8185,2793,28960
69.8258199692,10,-,9659608,359104
69.8299520016,34,450881,17976,28960
69.8300991058,10,-,6846144,298288
69.8302490711,10,-,6605776,320008
69.8303790092,10,-,9939072,360552
69.8305151463,10,-,7141536,306976
69.8306500912,73,8185,2793,28960
70.8458170891,10,-,9695808,359104
70.8499450684,34,457425,18216,28960
70.8500790596,10,-,6982256,298288
70.8501961231,10,-,6644872,320008
70.8503110409,10,-,10211296,360552
70.8504259586,10,-,7193664,306976
70.8505311012,73,8185,2793,28960
71.8672120571,10,-,9721872,359104
71.8690330982,8,463985,18456,28960
71.8691840172,10,-,7121264,298288
71.8693220615,10,-,6670936,320008
71.8694689274,10,-,10460352,360552
71.8696000576,10,-,7237104,306976
71.869738102,73,8185,2793,28960
72.8845391273,10,-,9747936,359104
72.8887090683,17,470545,18696,28960
72.8888339996,10,-,7266064,298288
72.8889739513,10,-,6698448,320008
72.889095068,10,-,10720992,360552
72.8892190456,10,-,7279096,306976
72.8893449306,73,8185,2793,28960
73.903897047,10,-,9775448,359104
73.9080350399,26,477105,18936,28960
73.9081890583,10,-,7431136,298288
73.9083220959,10,-,6724512,320008
73.9084529877,10,-,10974392,360552
73.9085919857,10,-,7312400,306976
73.9087359905,73,8185,2793,28960
74.923787117,10,-,9810200,359104
74.9279191494,35,483665,19176,28960
74.9280779362,10,-,7596208,298288
74.9282131195,10,-,6749128,320008
74.9283490181,10,-,11195936,360552
74.9284789562,10,-,7339912,306976
74.9286141396,73,8185,2793,28960
75.9430029392,10,-,9856536,359104
75.9469850063,38,490225,19416,28960
75.9471120834,10,-,7755488,298288
75.9472310543,10,-,6772296,320008
75.9473419189,10,-,11404448,360552
75.9474520683,10,-,7365976,306976
75.9475710392,73,8185,2793,28960
76.9617869854,10,-,9911560,359104
76.965886116,44,496817,19656,28960
76.9660310745,10,-,7903184,298288
76.9661669731,10,-,6798360,320008
76.9663000107,10,-,11595584,360552
76.9664340019,10,-,7400728,306976
76.9665601254,73,8185,2793,28960
77.9811799526,10,-,9972376,359104
77.9855520725,53,503377,19896,28960
77.9856750965,10,-,8069704,298288
77.9857881069,10,-,6834560,320008
77.9858739376,10,-,-,-
77.9859981537,10,-,11757760,360552
77.9861130714,10,-,7439824,306976
77.9862239361,73,8185,2793,28960
79.0006740093,10,-,10036088,359104
79.0049009323,56,510145,20136,28960
79.0050270557,10,-,8215952,298288
79.0051500797,10,-,6876552,320008
79.0052571297,1,-,-,-
79.0053770542,10,-,11931520,360552
79.0054960251,10,-,7484712,306976
79.0056080818,73,8185,2793,28960
80.0215170383,10,-,10104144,359104
80.0257120132,56,516945,20376,28960
80.0258550644,10,-,8372336,298288
80.025988102,10,-,6927232,320008
80.0261099339,1,-,-,-
80.0262520313,10,-,12125552,360552
80.0263929367,10,-,7541184,306976
80.0265240669,73,8185,2793,28960
81.04114604,10,-,10182336,359104
81.0456531048,56,523729,20616,28960
81.0457949638,10,-,8531616,298288
81.0459470749,10,-,6990944,320008
81.0460579395,1,-,-,-
81.0462031364,10,-,12290624,360552
81.0463399887,10,-,7600552,306976
81.0464730263,73,8185,2793,28960
82.0620179176,10,-,10253288,359104
82.0661730766,56,530529,20856,28960
82.066313982,10,-,8667728,298288
82.0664451122,10,-,7064792,320008
82.0665659904,1,-,-,-
82.0667059422,10,-,12438320,360552
82.0668511391,10,-,7662816,306976
82.0670049191,73,8185,2793,28960
83.081553936,10,-,10330032,359104
83.0857930183,56,537329,21096,28960
83.0859229565,10,-,8803840,298288
83.0860419273,10,-,7147328,320008
83.0861430168,1,-,-,-
83.0862679482,10,-,12577328,360552
83.0863821507,10,-,7735216,306976
83.0864899158,73,8185,2793,28960
84.1008400917,10,-,10408224,359104
84.1049499512,56,544113,21336,28960
84.1050770283,10,-,8939952,298288
84.1052010059,10,-,7232760,320008
84.1053209305,10,-,12716336,360552
84.1054420471,10,-,7814856,306976
84.1055569649,73,8185,2793,28960
85.1208231449,10,-,10487864,359104
85.1250009537,56,550673,21576,28960
85.1251480579,10,-,9078960,298288
85.1252930164,10,-,7332672,320008
85.1254241467,10,-,12852448,360552
85.1255540848,10,-,7895944,306976
85.1256971359,73,8185,2793,28960
86.1404440403,10,-,10563160,359104
86.1442670822,58,557233,21816,28960
86.1443960667,10,-,9212176,298288
86.1445159912,10,-,7432584,320008
86.1446290016,10,-,12974080,360552
86.1447479725,10,-,7972688,306976
86.1448681355,73,8185,2793,28960
87.159610033,10,-,10638456,359104
87.1637120247,56,563793,22056,28960
87.1638360023,10,-,9346840,298288
87.1639549732,10,-,7542632,320008
87.1640760899,10,-,13101504,360552
87.1641960144,10,-,8050880,306976
87.1643071175,73,8185,2793,28960
88.1791419983,10,-,10722440,359104
88.1832430363,56,570369,22296,28960
88.1833970547,10,-,9472816,298288
88.183535099,10,-,7661368,320008
88.1836659908,10,-,13253544,360552
88.1838071346,10,-,8143552,306976
88.18394804,73,8185,2793,28960
89.2009921074,10,-,10833936,359104
89.2029399872,8,576929,22536,28960
89.2030930519,10,-,9574176,298288
89.2032270432,10,-,7768520,320008
89.2033550739,10,-,13401240,360552
89.2035059929,10,-,8223192,306976
89.2036471367,73,8185,2793,28960
90.2182641029,10,-,10942536,359104
90.2223761082,17,583473,22776,28960
90.2225949764,10,-,9643680,298288
90.2228019238,10,-,7851056,320008
90.2229399681,10,-,13550384,360552
90.2230751514,10,-,8304280,306976
90.22321105,73,8185,2793,28960
91.2378849983,10,-,11096024,359104
91.2421679497,26,590017,23016,28960
91.2423050404,10,-,9707392,298288
91.2424180508,10,-,7952416,320008
91.2425069809,10,-,-,-
91.2426230907,10,-,13709664,360552
91.2427639961,10,-,8386816,306976
91.2428791523,73,8185,2793,28960
92.2573239803,10,-,11230688,359104
92.2617180347,28,596769,23256,28960
92.2618570328,10,-,9768208,298288
92.2619740963,10,-,8076944,320008
92.2620689869,1,-,-,-
92.2621750832,10,-,13860256,360552
92.2622959614,10,-,8469352,306976
92.2624180317,73,8185,2793,28960
93.2772140503,10,-,11343632,359104
93.281580925,34,603537,23496,28960
93.281703949,10,-,9829024,298288
93.2818191051,10,-,8236224,320008
93.2819170952,1,-,-,-
93.2820429802,10,-,14013744,360552
93.28215909,10,-,8560576,306976
93.2822799683,73,8185,2793,28960
94.2970850468,10,-,11437752,359104
94.301404953,34,610305,23736,28960
94.3015389442,10,-,9891288,298288
94.3016519547,10,-,8418672,320008
94.3017771244,10,-,14173024,360552
94.3018980026,10,-,8648904,306976
94.3020100594,73,8185,2793,28960
95.3168871403,10,-,11507256,359104
95.3206739426,40,616865,23976,28960
95.3208069801,10,-,9952104,298288
95.3209280968,10,-,8614152,320008
95.3210530281,10,-,14338096,360552
95.321171999,10,-,8737232,306976
95.3212940693,73,8185,2793,28960
96.3359761238,10,-,11570968,359104
96.3400831223,46,623409,24216,28960
96.3402309418,10,-,10012920,298288
96.3403830528,10,-,8808184,320008
96.3405170441,10,-,14506064,360552
96.3406479359,10,-,8827008,306976
96.3407850266,73,8185,2793,28960
97.3579571247,10,-,11631784,359104
97.3598029613,8,629985,24456,28960
97.3599331379,10,-,10076632,298288
97.3600571156,10,-,8999320,320008
97.360170126,10,-,14666792,360552
97.3602950573,10,-,8915336,306976
97.3604159355,73,8185,2793,28960
98.3755409718,10,-,11689704,359104
98.379668951,17,636561,24696,28960
98.3798100948,10,-,10160616,298288
98.3799490929,10,-,9190456,320008
98.3800880909,10,-,14821728,360552
98.3802170753,10,-,9010904,306976
98.3803489208,73,8185,2793,28960
99.3951809406,10,-,11743280,359104
99.3993279934,26,643137,24936,28960
99.3994710445,10,-,10254736,298288
99.3996260166,10,-,9341048,320008
99.3997659683,10,-,14943360,360552
99.3999021053,10,-,9165840,306976
99.4000380039,73,8185,2793,28960
100.415280104,10,-,11791064,359104
100.41941309,32,649729,25176,28960
100.419569969,10,-,10357544,298288
100.41970706,10,-,9465576,320008
100.419837952,10,-,15034584,360552
100.419975042,10,-,9371456,306976
100.420118093,73,8185,2793,28960
101.435011148,10,-,11831608,359104
101.439469099,32,656321,25416,28960
101.439593077,10,-,10456008,298288
101.439732075,10,-,9561144,320008
101.439851999,10,-,15093952,360552
101.43998313,10,-,9617616,306976
101.440120935,73,8185,2793,28960
102.455605984,10,-,11880840,359104
102.459967136,32,662881,25656,28960
102.460104942,10,-,10555920,298288
102.460212946,10,-,-,-
102.460361958,10,-,9650920,320008
102.460493088,10,-,15160560,360552
102.460623026,10,-,9872464,306976
102.460760117,73,8185,2793,28960
103.475379944,10,-,11932968,359104
103.479853153,32,669681,25896,28960
103.480014086,10,-,10658728,298288
103.48012805,1,-,-,-
103.480271101,10,-,9711736,320008
103.48041296,10,-,15238752,360552
103.480551004,10,-,10115728,306976
103.480690956,73,8185,2793,28960
104.498281002,10,-,11985096,359104
104.500304937,8,676513,26136,28960
104.500453949,10,-,10761536,298288
104.500566006,1,-,-,-
104.500718117,10,-,9774000,320008
104.500855923,10,-,15325632,360552
104.500987053,10,-,10338720,306976
104.501131058,73,8185,2793,28960
105.517023087,10,-,12048808,359104
105.521435976,17,683313,26376,28960
105.521616936,10,-,10870136,298288
105.521729946,1,-,-,-
105.521888018,10,-,9826128,320008
105.522006989,10,-,15429888,360552
105.522119999,10,-,10553024,306976
105.522242069,73,8185,2793,28960
106.537516117,10,-,12129896,359104
106.541898966,26,690113,26616,28960
106.542032957,10,-,10964256,298288
106.542145967,1,-,-,-
106.542271137,10,-,9875360,320008
106.542380095,10,-,15557312,360552
106.542490959,10,-,10762984,306976
106.542613983,73,8185,2793,28960
107.557937145,10,-,12212432,359104
107.562269926,34,696897,26856,28960
107.562408924,10,-,11049688,298288
107.562516928,1,-,-,-
107.562639952,10,-,9914456,320008
107.562786102,10,-,15702112,360552
107.562901974,10,-,10943984,306976
107.563020945,73,8185,2793,28960
108.577247143,10,-,12300760,359104
108.581665039,32,703697,27096,28960
108.581826925,10,-,11133672,298288
108.581938982,1,-,-,-
108.582080126,10,-,9976720,320008
108.582212925,10,-,15858496,360552
108.582345009,10,-,11139464,306976
108.582483053,73,8185,2793,28960
109.59758997,10,-,12383296,359104
109.601922035,32,710481,27336,28960
109.602051973,10,-,11203176,298288
109.602157116,1,-,-,-
109.602272987,10,-,10054912,320008
109.602395058,10,-,16029360,360552
109.602504015,10,-,11311776,306976
109.602617979,73,8185,2793,28960
