elapsed,portnumber,cwnd,ssthresh,rtt
0.488153934479,49076,10,-,0.722/0.361
0.48835682869,49080,10,-,0.751/0.375
0.488556861877,49078,10,-,0.693/0.346
0.488921880722,49082,10,-,0.749/0.374
0.489184856415,49074,10,-,0.732/0.366
2.50864100456,49076,10,-,0.722/0.361
2.50885891914,49080,10,-,0.751/0.375
2.50903701782,49078,10,-,0.693/0.346
2.50932478905,49082,10,-,0.749/0.374
2.50956392288,49074,10,-,0.732/0.366
4.52887701988,49076,10,-,0.722/0.361
4.52908587456,49080,10,-,0.751/0.375
4.52928996086,49078,10,-,0.693/0.346
4.5296227932,49082,10,-,0.749/0.374
4.52982497215,49074,10,-,0.732/0.366
6.54940295219,49076,10,-,0.722/0.361
6.54961299896,49080,10,-,0.751/0.375
6.54981279373,49078,10,-,0.693/0.346
6.55015492439,49082,10,-,0.749/0.374
6.55035591125,49074,10,-,0.732/0.366
8.56936979294,49076,10,-,0.722/0.361
8.56954979897,49080,10,-,0.751/0.375
8.56973481178,49078,10,-,0.693/0.346
8.57003498077,49082,10,-,0.749/0.374
8.57020783424,49074,10,-,0.732/0.366
10.5896699429,49076,10,-,0.722/0.361
10.5898509026,49080,10,-,0.751/0.375
10.5900278091,49078,10,-,0.693/0.346
10.5903158188,49082,10,-,0.749/0.374
10.5904889107,49074,10,-,0.732/0.366
12.6100859642,49076,10,-,0.722/0.361
12.610298872,49080,10,-,0.751/0.375
12.610503912,49078,10,-,0.693/0.346
12.6108419895,49082,10,-,0.749/0.374
12.6110439301,49074,10,-,0.732/0.366
14.6309130192,49076,10,-,0.722/0.361
14.6311218739,49080,10,-,0.751/0.375
14.6313238144,49078,10,-,0.693/0.346
14.6316568851,49082,10,-,0.749/0.374
14.6318769455,49074,10,-,0.732/0.366
16.6515288353,49076,10,-,0.722/0.361
16.6517188549,49080,10,-,0.751/0.375
16.651902914,49078,10,-,0.693/0.346
16.6521940231,49082,10,-,0.749/0.374
16.652369976,49074,10,-,0.732/0.366
18.6718068123,49076,10,-,0.722/0.361
18.6719958782,49080,10,-,0.751/0.375
18.6721789837,49078,10,-,0.693/0.346
18.6724739075,49082,10,-,0.749/0.374
18.672675848,49074,10,-,0.732/0.366
20.6917488575,49076,10,-,0.722/0.361
20.6919589043,49080,10,-,0.751/0.375
20.6921679974,49078,10,-,0.693/0.346
20.6925008297,49082,10,-,0.749/0.374
20.6927258968,49074,10,-,0.732/0.366
22.7119779587,49076,10,-,0.722/0.361
