elapsed,portnumber,cwnd,ssthresh,rtt
2.50667595863,5001,10,-,0.676/0.338
2.50685691833,5001,10,-,0.662/0.331
2.50716805458,5001,10,-,0.777/0.388
2.50734996796,5001,10,-,0.739/0.369
2.50752091408,5001,10,-,0.745/0.372
4.52796387672,5001,10,-,0.676/0.338
4.52812290192,5001,10,-,0.662/0.331
4.52839994431,5001,10,-,0.777/0.388
4.52861595154,5001,10,-,0.739/0.369
4.5287899971,5001,10,-,0.745/0.372
6.54862594604,5001,10,-,0.676/0.338
6.54879188538,5001,10,-,0.662/0.331
6.54906487465,5001,10,-,0.777/0.388
6.5493209362,5001,10,-,0.739/0.369
6.54948186874,5001,10,-,0.745/0.372
8.56922602654,5001,10,-,0.676/0.338
8.56939792633,5001,10,-,0.662/0.331
8.5696709156,5001,10,-,0.777/0.388
8.56982588768,5001,10,-,0.739/0.369
8.56997609138,5001,10,-,0.745/0.372
10.5893580914,5001,10,-,0.676/0.338
10.5895330906,5001,10,-,0.662/0.331
10.5898420811,5001,10,-,0.777/0.388
10.5900070667,5001,10,-,0.739/0.369
10.5901899338,5001,10,-,0.745/0.372
12.6098079681,5001,10,-,0.676/0.338
12.6099939346,5001,10,-,0.662/0.331
12.6103138924,5001,10,-,0.777/0.388
12.610491991,5001,10,-,0.739/0.369
12.6106619835,5001,10,-,0.745/0.372
14.6305379868,5001,10,-,0.676/0.338
14.6307039261,5001,10,-,0.662/0.331
14.6309950352,5001,10,-,0.777/0.388
14.6311578751,5001,10,-,0.739/0.369
14.6313118935,5001,10,-,0.745/0.372
16.6511628628,5001,10,-,0.676/0.338
16.6513409615,5001,10,-,0.662/0.331
16.6516370773,5001,10,-,0.777/0.388
16.6518270969,5001,10,-,0.739/0.369
16.6519989967,5001,10,-,0.745/0.372
18.6717939377,5001,10,-,0.676/0.338
18.6719539165,5001,10,-,0.662/0.331
18.6722400188,5001,10,-,0.777/0.388
18.6723930836,5001,10,-,0.739/0.369
18.6725490093,5001,10,-,0.745/0.372
20.6915020943,5001,10,-,0.676/0.338
20.6916630268,5001,10,-,0.662/0.331
20.6919429302,5001,10,-,0.777/0.388
20.6920959949,5001,10,-,0.739/0.369
20.6922659874,5001,10,-,0.745/0.372
