elapsed,cwnd,bytes_acked,bytes_received,rcv_space
11.6606118679,10,71281,4296,28960
11.6607449055,145,18289,10765,28960
11.6608638763,10,-,1023736,309872
11.6609759331,10,-,1039664,302632
11.6610929966,10,-,1052696,309872
11.661206007,10,-,1099032,324352
11.661315918,10,-,1004912,292496
12.6787259579,10,78017,4536,28960
12.67887187,145,18289,10765,28960
12.6789708138,10,-,-,-
12.6790859699,10,-,1243832,309872
12.6792008877,10,-,1230800,302632
12.6793317795,10,-,1239488,309872
12.6794447899,10,-,1255416,324352
12.6795628071,10,-,1172880,292496
13.6979238987,10,84945,4776,28960
13.6980688572,145,18289,10765,28960
13.6981918812,1,-,-,-
13.6983368397,10,-,1391528,328696
13.6984729767,10,-,1421936,327248
13.6986730099,10,-,1434968,325800
13.6988129616,10,-,1485648,338832
13.6989479065,10,-,1349536,301184
14.7158839703,10,91889,5016,28960
14.716023922,145,18289,10765,28960
14.7161397934,1,-,-,-
14.7162837982,10,-,1579768,328696
14.716408968,10,-,1572528,327248
14.7165448666,10,-,1581216,325800
14.7166759968,10,-,1629000,338832
14.7167987823,10,-,1465376,301184
15.7339668274,10,98897,5256,28960
15.7340929508,145,18289,10765,28960
15.734213829,10,-,1914256,328696
15.7343459129,10,-,1914256,327248
15.7344679832,10,-,1652168,325800
15.7345860004,10,-,1630448,338832
15.734705925,10,-,1773800,301184
16.7507789135,10,105665,5496,28960
16.7509088516,145,18289,10765,28960
16.7510328293,10,-,2115528,328696
16.751144886,10,-,2047472,327248
16.7512538433,10,-,1699952,325800
16.7513689995,10,-,1694160,338832
16.7514808178,10,-,1960592,301184
17.7685678005,10,112417,5736,28960
17.7687168121,145,18289,10765,28960
17.7688407898,10,-,2334176,344624
17.7689599991,10,-,2273360,350416
17.7690799236,10,-,1731808,325800
17.7691969872,10,-,1756424,338832
17.7693209648,10,-,2161864,318560
18.7854559422,10,119169,5976,28960
18.7855978012,145,18289,10765,28960
18.7857289314,10,-,2589024,344624
18.7858729362,10,-,2600608,350416
18.786012888,10,-,1792624,325800
18.7861449718,10,-,1783936,338832
18.7862799168,10,-,2392096,318560
19.8029818535,10,125921,6216,28960
19.8031198978,145,18289,10765,28960
19.8032698631,10,-,2843872,344624
19.803404808,10,-,2800432,350416
19.8035368919,10,-,1860680,325800
19.8036689758,10,-,1821584,338832
19.8037939072,10,-,2636808,318560
20.8204939365,10,132657,6456,28960
20.8206429482,145,18289,10765,28960
20.82076478,10,-,3069760,344624
20.8208789825,10,-,3029216,350416
20.820994854,10,-,1893984,325800
20.8211050034,10,-,1883848,338832
20.8212168217,10,-,2840976,318560
21.8375389576,10,139409,6696,28960
21.837692976,145,18289,10765,28960
21.8378388882,10,-,3246416,344624
21.8379728794,10,-,3353568,353312
21.8381018639,10,-,1953352,325800
21.8382298946,10,-,1947560,338832
21.8383708,10,-,3000256,318560
22.8553907871,10,146161,6936,28960
22.8555150032,145,18289,10765,28960
22.8556449413,10,-,3428864,344624
22.8557569981,10,-,3680816,353312
22.8558759689,10,-,2082224,325800
22.8559939861,10,-,2018512,338832
22.8561029434,10,-,3166776,318560
23.8726949692,10,152913,7176,28960
23.8728280067,145,18289,10765,28960
23.8729228973,10,-,-,-
23.873046875,10,-,3585248,344624
23.8731617928,10,-,3870504,353312
23.8732779026,10,-,2224128,325800
23.8734118938,10,-,2145936,338832
23.8735148907,10,-,3339088,318560
24.8912968636,10,159873,7416,28960
24.8914568424,145,18289,10765,28960
24.8915789127,1,-,-,-
24.891712904,10,-,3759008,344624
24.8918418884,10,-,4118112,353312
24.8919839859,10,-,2296528,325800
24.8921158314,10,-,2235712,338832
24.8922438622,10,-,3521536,318560
25.9096438885,10,166849,7656,28960
25.9097828865,145,18289,10765,28960
25.9098939896,1,-,-,-
25.9100089073,10,-,3906704,344624
25.9101309776,10,-,4416400,353312
25.9102489948,10,-,2397888,325800
25.9103589058,10,-,2326936,338832
25.9104700089,10,-,3646064,318560
26.9275269508,10,173825,7896,28960
26.9276809692,145,18289,10765,28960
26.9278228283,10,-,4068880,344624
26.9279708862,10,-,4662560,353312
26.9281089306,10,-,2490560,325800
26.9282479286,10,-,2412368,338832
26.9283938408,10,-,3776384,318560
27.9453558922,10,180577,8136,28960
27.9455080032,145,18289,10765,28960
27.9456408024,10,-,4239744,344624
27.9457578659,10,-,4894240,353312
27.9458749294,10,-,2590472,325800
27.9459979534,10,-,2502144,338832
27.9461209774,10,-,3932768,318560
28.9626538754,10,187329,8376,28960
28.9627938271,145,18289,10765,28960
28.9629127979,10,-,4416400,344624
28.9630258083,10,-,5134608,353312
28.9631569386,10,-,2696176,325800
28.9632740021,10,-,2602056,338832
28.9633979797,10,-,4080464,318560
29.9802029133,10,194081,8616,28960
29.9804108143,145,18289,10765,28960
29.9805858135,10,-,4603192,344624
29.9807260036,10,-,5357600,353312
29.9808588028,10,-,2793192,325800
29.9809958935,10,-,2687488,338832
29.9811398983,10,-,4229608,318560
30.9979858398,10,200849,8856,28960
30.9981389046,145,18289,10765,28960
30.9982888699,10,-,4775504,344624
30.9984278679,10,-,5571904,353312
30.998557806,10,-,2888760,325800
30.9986908436,10,-,2777264,338832
30.9988269806,10,-,4375856,318560
32.0163807869,10,207617,9096,28960
32.0165388584,145,18289,10765,28960
32.0166769028,10,-,4952160,344624
32.0168099403,10,-,5771728,353312
32.0169558525,10,-,2984328,325800
32.0170898438,10,-,2865592,338832
32.0172228813,10,-,4523552,318560
33.0336389542,10,214385,9336,28960
33.0337917805,145,18289,10765,28960
33.0339269638,10,-,5149088,344624
33.0340709686,10,-,5962864,353312
33.0341989994,10,-,3087136,325800
33.034334898,10,-,2952472,338832
33.0344657898,10,-,4662560,318560
34.051527977,10,221121,9576,28960
34.0516638756,145,18289,10765,28960
34.0517868996,10,-,5357600,344624
34.0519108772,10,-,6139520,353312
34.0520238876,10,-,3184152,325800
34.0521359444,10,-,3033560,338832
34.052246809,10,-,4795776,318560
35.0686109066,10,227873,9816,28960
35.0687439442,145,18289,10765,28960
35.0688438416,10,-,-,-
35.0689609051,10,-,5566112,344624
35.0690698624,10,-,6321968,353312
35.0691809654,10,-,3284064,325800
35.0692999363,10,-,3113200,338832
35.0694408417,10,-,4930440,318560
36.0863769054,10,234833,10056,28960
36.0865328312,145,18289,10765,28960
36.0866508484,1,-,-,-
36.0868039131,10,-,5768832,344624
36.0869379044,10,-,6460976,353312
36.087074995,10,-,3370944,325800
36.08720994,10,-,3188496,338832
36.0873379707,10,-,5062208,318560
37.1040318012,10,241841,10296,28960
37.1041958332,145,18289,10765,28960
37.1043109894,1,-,-,-
37.1044549942,10,-,5954176,344624
37.1045899391,10,-,6594192,353312
37.1047279835,10,-,3459272,325800
37.1048569679,10,-,3272480,338832
37.1049849987,10,-,5204112,318560
38.122150898,10,248849,10536,28960
38.1222999096,145,18289,10765,28960
38.1224379539,1,-,-,-
38.1225788593,10,-,6119248,344624
38.1227118969,10,-,6721616,353312
38.1228458881,10,-,3541808,325800
38.1229848862,10,-,3355016,338832
38.1231169701,10,-,5328640,318560
39.1401298046,10,255857,10776,28960
39.1402859688,145,18289,10765,28960
39.1404099464,1,-,-,-
39.1405568123,10,-,6269840,344624
39.1406929493,10,-,6846144,353312
39.1408238411,10,-,3621448,325800
39.1409628391,10,-,3440448,338832
39.1410989761,10,-,5416968,318560
40.1581149101,10,262881,11016,28960
40.1582479477,145,18289,10765,28960
40.1583588123,1,-,-,-
40.1584718227,10,-,6439256,344624
40.1585898399,10,-,6946056,353312
40.1586999893,10,-,3712672,325800
40.158810854,10,-,3536016,338832
40.1589159966,10,-,5480680,318560
41.1759018898,10,269873,11256,28960
41.1760678291,145,18289,10765,28960
41.1762058735,10,-,6611568,344624
41.1763398647,10,-,7017008,353312
41.1764760017,10,-,3812584,325800
41.1766088009,10,-,3609864,338832
41.1767399311,10,-,5548736,318560
42.1939787865,10,276641,11496,28960
42.1941318512,145,18289,10765,28960
42.1942689419,10,-,6770848,344624
42.194411993,10,-,7080720,353312
42.1945388317,10,-,3915392,325800
42.194672823,10,-,3676472,338832
42.194811821,10,-,5612448,318560
43.2121679783,10,283393,11736,28960
43.2123148441,145,18289,10765,28960
43.2124598026,10,-,6921440,344624
43.2125918865,10,-,7141536,353312
43.2127249241,10,-,4023992,325800
43.2128667831,10,-,3741632,338832
43.2130010128,10,-,5676160,318560
44.2298939228,10,290145,11976,28960
44.2300379276,145,18289,10765,28960
44.2301559448,10,-,7076376,344624
44.2302730083,10,-,7205248,353312
44.2303988934,10,-,4134040,325800
44.2305150032,10,-,3803896,338832
44.2306389809,10,-,5742768,318560
45.2481899261,10,296897,12216,28960
45.2483649254,145,18289,10765,28960
45.2484908104,10,-,7225520,344624
45.2486159801,10,-,7271856,353312
45.2487368584,10,-,4239744,325800
45.2488498688,10,-,3867608,338832
45.2489719391,10,-,5809376,318560
46.2659978867,10,303649,12456,28960
46.2661559582,145,18289,10765,28960
46.2662928104,10,-,7361632,344624
46.2664198875,10,-,7332672,353312
46.266546011,10,-,4315040,325800
46.2666769028,10,-,3925528,338832
46.2668118477,10,-,5883224,318560
47.2843849659,10,310401,12696,28960
47.2845458984,145,18289,10765,28960
47.2846968174,10,-,7491952,344624
47.2848308086,10,-,7386248,353312
47.2849760056,10,-,4377304,325800
47.2851109505,10,-,3982000,338832
47.2852418423,10,-,5977344,318560
48.2993118763,10,-,-,-
48.3035418987,10,317153,12936,28960
48.3036987782,145,18289,10765,28960
48.3038377762,10,-,7645440,344624
48.3039679527,10,-,7448512,353312
48.3041028976,10,-,4439568,325800
48.3042337894,10,-,4045712,338832
48.3043768406,10,-,6058432,318560
49.3174128532,1,-,-,-
49.3217029572,10,324113,13176,28960
49.3218379021,145,18289,10765,28960
49.3219659328,10,-,7784448,344624
49.3220868111,10,-,7507880,353312
49.3222048283,10,-,4498936,325800
49.3223149776,10,-,4102184,338832
49.3224258423,10,-,6117800,318560
50.3353488445,1,-,-,-
50.3397078514,10,331105,13416,28960
50.3398528099,145,18289,10765,28960
50.3399980068,10,-,7926352,344624
50.3401248455,10,-,7567248,353312
50.3402528763,10,-,4556856,325800
50.3403828144,10,-,4163000,338832
50.3405280113,10,-,6182960,318560
51.3581550121,10,338081,13656,28960
51.3582839966,145,18289,10765,28960
51.3584179878,10,-,8145000,344624
51.3585419655,10,-,7622272,353312
51.3586578369,10,-,4610432,325800
51.3587779999,10,-,4236848,338832
51.358891964,10,-,6245224,318560
52.3767249584,10,344849,13896,28960
52.3768689632,145,18289,10765,28960
52.3769938946,10,-,8421568,344624
52.3771247864,10,-,7667160,353312
52.3772449493,10,-,4656768,325800
52.3773798943,10,-,4336760,338832
52.3774979115,10,-,6291560,318560
53.3944559097,10,351601,14136,28960
53.3946039677,145,18289,10765,28960
53.3947398663,10,-,8659040,344624
53.3948838711,10,-,7730872,353312
53.3950138092,10,-,4710344,325800
53.3951590061,10,-,4490248,338832
53.395293951,10,-,6349480,318560
54.4123649597,10,358353,14376,28960
54.412514925,145,18289,10765,28960
54.4126598835,10,-,8855968,344624
54.4127910137,10,-,7793136,353312
54.4129199982,10,-,4766816,325800
54.4130539894,10,-,4690072,338832
54.4131908417,10,-,6405952,318560
55.4302098751,10,365105,14616,28960
55.4303629398,145,18289,10765,28960
55.4304897785,10,-,9047104,344624
55.4306240082,10,-,7853952,353312
55.4307579994,10,-,4831976,325800
55.4308879375,10,-,4884104,338832
55.431016922,10,-,6466768,318560
56.4480948448,10,371857,14856,28960
56.4482388496,145,18289,10765,28960
56.4483749866,10,-,9186112,344624
56.4485259056,10,-,7911872,353312
56.4486558437,10,-,4963744,325800
56.4487838745,10,-,5052072,338832
56.4489150047,10,-,6521792,318560
57.4654009342,10,378625,15096,28960
57.4655308723,145,18289,10765,28960
57.4656589031,10,-,9287472,344624
57.4657788277,10,-,7964000,353312
57.4658908844,10,-,5131712,325800
57.4660069942,10,-,5199768,338832
57.4661159515,10,-,6571024,318560
58.4826569557,10,385377,15336,28960
58.4828128815,145,18289,10765,28960
58.482945919,10,-,9351184,344624
58.4830768108,10,-,8019024,353312
58.4832129478,10,-,5305472,325800
58.4833519459,10,-,5356152,338832
58.483481884,10,-,6633288,318560
59.500800848,10,392129,15576,28960
59.5009419918,145,18289,10765,28960
59.5010859966,10,-,9406208,344624
59.5012228489,10,-,8075496,353312
59.5013849735,10,-,5473440,325800
59.5015089512,10,-,5508192,338832
59.5016388893,10,-,6718720,318560
59.5017437935,10,-,-,-
60.5188930035,10,399089,15816,28960
60.5191018581,145,18289,10765,28960
60.5192739964,10,-,9459784,344624
60.5194089413,10,-,8160928,353312
60.5195438862,10,-,5621136,325800
60.5196769238,10,-,5648648,338832
60.5198118687,10,-,6808496,318560
60.5199289322,1,-,-,-
61.536937952,10,406081,16056,28960
61.5370738506,145,18289,10765,28960
61.5371978283,10,-,9513360,344624
61.5373167992,10,-,8249256,353312
61.5374598503,10,-,5760144,325800
61.5375709534,10,-,5783312,338832
61.5377018452,10,-,6901168,318560
61.5378119946,1,-,-,-
62.5553078651,10,413073,16296,28960
62.5554478168,145,18289,10765,28960
62.5555679798,10,-,9571280,344624
62.5557029247,10,-,8343376,353312
62.5558178425,10,-,5896256,325800
62.5559329987,10,-,5915080,338832
62.5560507774,10,-,6999632,318560
62.5561518669,1,-,-,-
63.5735259056,10,420065,16536,28960
63.5736558437,145,18289,10765,28960
63.5737857819,10,-,9626304,344624
63.5739068985,10,-,8423016,353312
63.574023962,10,-,6012096,325800
63.5741357803,10,-,6030920,338832
63.5742578506,10,-,7087960,318560
63.5743579865,1,-,-,-
64.5916237831,10,427057,16776,28960
64.5917878151,145,18289,10765,28960
64.591919899,10,-,9678432,344624
64.5920679569,10,-,8511344,353312
64.592206955,10,-,6101872,325800
64.5923359394,10,-,6138072,338832
64.5924699306,10,-,7176288,318560
64.5925898552,1,-,-,-
65.6099429131,10,434065,17016,28960
65.6100828648,145,18289,10765,28960
65.6102108955,10,-,9774000,344624
65.6103289127,10,-,8582296,353312
65.6104438305,10,-,6165584,325800
65.610560894,10,-,6259704,338832
65.6106758118,10,-,7264616,318560
65.6107800007,1,-,-,-
66.6272609234,10,441057,17256,28960
66.6274039745,145,18289,10765,28960
66.6275179386,10,-,9895632,344624
66.6276438236,10,-,8646008,353312
66.6277658939,10,-,6223504,325800
66.6278779507,10,-,6398712,338832
66.6279909611,10,-,7357288,318560
66.6280879974,1,-,-,-
67.6453509331,10,448033,17496,28960
67.6455008984,145,18289,10765,28960
67.6456449032,10,-,9998440,344624
67.6457779408,10,-,8696688,353312
67.6459078789,10,-,6277080,325800
67.6460518837,10,-,6518896,338832
67.6461799145,10,-,7432584,318560
68.6633548737,10,454785,17736,28960
68.6634979248,145,18289,10765,28960
68.6636209488,10,-,10083872,344624
68.663738966,10,-,8757504,353312
68.6638607979,10,-,6345136,325800
68.6639759541,10,-,6604328,338832
68.664085865,10,-,7500640,318560
69.6807157993,10,461553,17976,28960
69.6808569431,145,18289,10765,28960
69.6810088158,10,-,10157720,344624
69.6811549664,10,-,8832800,353312
69.6812868118,10,-,6426224,325800
69.6814467907,10,-,6683968,338832
69.6815798283,10,-,7580280,318560
70.6994488239,10,468321,18216,28960
70.6995809078,145,18289,10765,28960
70.6997067928,10,-,10222880,344624
70.6998229027,10,-,8900856,353312
70.69993186,10,-,6492832,325800
70.7000489235,10,-,6752024,338832
70.7001619339,10,-,7643992,318560
71.7174258232,10,475073,18456,28960
71.7175629139,145,18289,10765,28960
71.7176837921,10,-,10286592,344624
71.7178018093,10,-,8968912,353312
71.7179219723,10,-,6559440,325800
71.7180378437,10,-,6822976,338832
71.7181539536,10,-,7709152,318560
72.7339658737,10,481825,18696,28960
72.7341029644,145,18289,10765,28960
72.7342278957,10,-,10350304,344624
72.7343578339,10,-,9035520,353312
72.7344808578,10,-,6628944,325800
72.7346048355,10,-,6893928,338832
72.7347187996,10,-,7778656,318560
73.7508568764,10,488577,18936,28960
73.7509999275,145,18289,10765,28960
73.7511239052,10,-,10427048,344624
73.7512409687,10,-,9106472,353312
73.751349926,10,-,6702792,325800
73.7514679432,10,-,6964880,338832
73.7515788078,10,-,7848160,318560
74.7680130005,10,495313,19176,28960
74.7681689262,145,18289,10765,28960
74.768321991,10,-,10498000,344624
74.7684559822,10,-,9171632,353312
74.7685878277,10,-,6805600,325800
74.7687218189,10,-,7030040,338832
74.7688529491,10,-,7916216,318560
75.7858319283,10,502065,19416,28960
75.7860388756,145,18289,10765,28960
75.7862029076,10,-,10551576,344624
75.7863738537,10,-,9239688,353312
75.7865109444,10,-,6988048,325800
75.7866377831,10,-,7089408,338832
75.7867748737,10,-,7972688,318560
75.7868788242,10,-,-,-
76.8040487766,10,509009,19656,28960
76.8042168617,145,18289,10765,28960
76.8043580055,10,-,10597912,344624
76.804489851,10,-,9328016,353312
76.8046197891,10,-,7234208,325800
76.8047528267,10,-,7163256,338832
76.8048839569,10,-,8019024,318560
76.8049960136,1,-,-,-
77.8221259117,10,516033,19896,28960
77.8222877979,145,18289,10765,28960
77.8224248886,10,-,10642800,344624
77.8225579262,10,-,9438064,353312
77.822701931,10,-,7461544,325800
77.8228359222,10,-,7261720,338832
77.8229730129,10,-,8062464,318560
77.8230829239,1,-,-,-
78.8397219181,10,523025,20136,28960
78.8398828506,145,18289,10765,28960
78.840020895,10,-,10713752,344624
78.8401508331,10,-,9552456,353312
78.8402798176,10,-,7665712,325800
78.8404228687,10,-,7389144,338832
78.8405528069,10,-,8105904,318560
79.8575348854,10,529809,20376,28960
79.8576757908,145,18289,10765,28960
79.8577928543,10,-,10803528,344624
79.8579089642,10,-,9661056,353312
79.8580269814,10,-,7842368,325800
79.8581409454,10,-,7513672,338832
79.8582508564,10,-,8149344,318560
80.8750019073,10,536561,20616,28960
80.8751349449,145,18289,10765,28960
80.8752558231,10,-,10888960,344624
80.8753759861,10,-,9791376,353312
80.8754849434,10,-,8026264,325800
80.8755989075,10,-,7664264,338832
80.8757109642,10,-,8194232,318560
81.8922638893,10,543313,20856,28960
81.8923969269,145,18289,10765,28960
81.8925290108,10,-,10964256,344624
81.8926568031,10,-,9949208,353312
81.8927819729,10,-,8204368,325800
81.8929088116,10,-,7843816,338832
81.8930258751,10,-,8242016,318560
82.9100217819,10,550065,21096,28960
82.9101819992,145,18289,10765,28960
82.9103178978,10,-,11020728,344624
82.9104509354,10,-,10108488,353312
82.9105889797,10,-,8381024,325800
82.9107298851,10,-,8011784,338832
82.9108657837,10,-,8295592,318560
83.9274859428,10,556817,21336,28960
83.9276239872,145,18289,10765,28960
83.9277698994,10,-,11072856,344624
83.9279007912,10,-,10257632,353312
83.9280297756,10,-,8514240,325800
83.9281549454,10,-,8163824,338832
83.9282848835,10,-,8379576,318560
84.9454228878,10,563553,21576,28960
84.9455559254,145,18289,10765,28960
84.9456839561,10,-,11124984,344624
84.9458007812,10,-,10387952,353312
84.9459137917,10,-,8634424,325800
84.946023941,10,-,8279664,338832
84.9461319447,10,-,8492520,318560
85.9626479149,10,570305,21816,28960
85.9628198147,145,18289,10765,28960
85.9629628658,10,-,11172768,344624
85.9630959034,10,-,10498000,353312
85.9632308483,10,-,8703928,325800
85.9633607864,10,-,8394056,338832
85.9634869099,10,-,8664832,318560
86.9805159569,10,577057,22056,28960
86.9806919098,145,18289,10765,28960
86.980796814,10,-,-,-
86.9809288979,10,-,11219104,344624
86.981071949,10,-,10587776,353312
86.9812169075,10,-,8766192,325800
86.9813787937,10,-,8496864,338832
86.9815149307,10,-,8858864,318560
87.9982588291,10,584017,22296,28960
87.9983987808,145,18289,10765,28960
87.9985048771,1,-,-,-
87.9986209869,10,-,11265440,344624
87.9987368584,10,-,10665968,353312
87.9988498688,10,-,8815424,325800
87.9989609718,10,-,8585192,338832
87.9990727901,10,-,9064480,318560
89.0153968334,10,591009,22536,28960
89.0155389309,145,18289,10765,28960
89.0156447887,1,-,-,-
89.0157628059,10,-,11321912,344624
89.0158879757,10,-,10739816,353312
89.0160009861,10,-,8874792,325800
89.0161278248,10,-,8656144,338832
89.0162398815,10,-,9241136,318560
90.0331189632,10,598001,22776,28960
90.0332608223,145,18289,10765,28960
90.0334048271,1,-,-,-
90.0335497856,10,-,11388520,344624
90.03368783,10,-,10809320,353312
90.0338249207,10,-,8944296,325800
90.0339548588,10,-,8728544,338832
90.034085989,10,-,9461232,318560
91.0515108109,10,604993,23016,28960
91.0517089367,145,18289,10765,28960
91.0518329144,1,-,-,-
91.0520009995,10,-,11455128,344624
91.0521438122,10,-,10875928,353312
91.0522789955,10,-,9010904,325800
91.0524139404,10,-,8832800,338832
91.052546978,10,-,9671192,318560
92.0703649521,10,612001,23256,28960
92.0705018044,145,18289,10765,28960
92.0706138611,1,-,-,-
92.0707359314,10,-,11528976,344624
92.0708580017,10,-,10946880,353312
92.0709738731,10,-,9081856,325800
92.0710878372,10,-,8944296,338832
92.0712218285,10,-,9863776,318560
93.0878918171,10,618993,23496,28960
93.0880289078,145,18289,10765,28960
93.0881378651,1,-,-,-
93.0882539749,10,-,11627440,344624
93.0883889198,10,-,11014936,353312
93.0884988308,10,-,9151360,325800
93.088616848,10,-,9077512,338832
93.0887358189,10,-,10028848,318560
94.106197834,10,626017,23736,28960
94.106361866,145,18289,10765,28960
94.1064867973,1,-,-,-
94.1066257954,10,-,11724456,344624
94.1067688465,10,-,11072856,353312
94.1069018841,10,-,9219416,325800
94.1070308685,10,-,9213624,338832
94.1071658134,10,-,10169304,318560
95.1249699593,10,633025,23976,28960
95.1251149178,145,18289,10765,28960
95.1252458096,10,-,11808440,344624
95.1254198551,10,-,11126432,353312
95.1255538464,10,-,9314984,325800
95.1256887913,10,-,9335256,338832
95.1258218288,10,-,10298176,318560
96.1426639557,10,639793,24216,28960
96.1428048611,145,18289,10765,28960
96.1429278851,10,-,11892424,344624
96.1430399418,10,-,11178560,353312
96.14316082,10,-,9438064,325800
96.1432728767,10,-,9436616,338832
96.1433858871,10,-,10422704,318560
97.1600389481,10,646545,24456,28960
97.1601848602,145,18289,10765,28960
97.1603119373,10,-,11989440,344624
97.1604340076,10,-,11236480,353312
97.1605529785,10,-,9594448,325800
97.1606628895,10,-,9495984,338832
97.1607768536,10,-,10547232,318560
98.1780698299,10,653313,24696,28960
98.1782178879,145,18289,10765,28960
98.1783518791,10,-,12085008,344624
98.1784958839,10,-,11292952,353312
98.1786258221,10,-,9762416,325800
98.1787588596,10,-,9552456,338832
98.1789028645,10,-,10645696,318560
99.1954798698,10,660065,24936,28960
99.1956238747,145,18289,10765,28960
99.1957709789,10,-,12177680,344624
99.1959269047,10,-,11346528,353312
99.196064949,10,-,9921696,325800
99.1962058544,10,-,9607480,338832
99.1963338852,10,-,10720992,318560
100.213807821,10,666833,25176,28960
100.213948965,145,18289,10765,28960
100.214067936,10,-,12270352,344624
100.214186907,10,-,11401552,353312
100.214310884,10,-,10075184,325800
100.214419842,10,-,9662504,338832
100.214550972,10,-,10781808,318560
101.232597828,10,673601,25416,28960
101.232747793,145,18289,10765,28960
101.232882977,10,-,12361576,344624
101.233022928,10,-,11455128,353312
101.233152866,10,-,10234464,325800
101.233280897,10,-,9716080,338832
101.233446836,10,-,10839728,318560
102.251585007,10,680353,25656,28960
102.251731873,145,18289,10765,28960
102.251876831,10,-,12438320,344624
102.252008915,10,-,11502912,353312
102.252137899,10,-,10379264,325800
102.252249002,10,-,-,-
102.252382994,10,-,9766760,338832
102.252508879,10,-,10903440,318560
103.270106792,10,687313,25896,28960
103.270253897,145,18289,10765,28960
103.270379782,10,-,12512168,344624
103.270506859,10,-,11585448,353312
103.27063489,10,-,10506688,325800
103.270735979,1,-,-,-
103.270851851,10,-,9813096,338832
103.270975828,10,-,11001904,318560
104.288121939,10,694305,26136,28960
104.288252831,145,18289,10765,28960
104.288376808,10,-,12568640,344624
104.288502932,10,-,11670880,353312
104.288621902,10,-,10619632,325800
104.288729906,1,-,-,-
104.288850784,10,-,9857984,338832
104.288964987,10,-,11110504,318560
105.305171967,10,701313,26376,28960
105.30535078,145,18289,10765,28960
105.305504799,10,-,12629456,344624
105.305639982,10,-,11737488,353312
105.305766821,10,-,10716648,325800
105.305894852,10,-,9920248,338832
105.306088924,10,-,11222000,318560
106.322841883,10,708097,26616,28960
106.322982788,145,18289,10765,28960
106.323123932,10,-,12687376,344624
106.323251963,10,-,11798304,353312
106.323385954,10,-,10783256,325800
106.323519945,10,-,9988304,338832
106.323640823,10,-,11361008,318560
107.340340853,10,714865,26856,28960
107.340469837,145,18289,10765,28960
107.340586901,10,-,12751088,344624
107.340708971,10,-,11862016,353312
107.340821981,10,-,10845520,325800
107.340928793,10,-,10072288,338832
107.34104681,10,-,11505808,318560
108.357475996,10,721633,27096,28960
108.357614994,145,18289,10765,28960
108.357728958,10,-,12816248,344624
108.357847929,10,-,11925728,353312
108.3579638,10,-,10909232,325800
108.358081818,10,-,10173648,338832
108.358197927,10,-,11650608,318560
109.374717951,10,728417,27336,28960
109.374855995,145,18289,10765,28960
109.37498188,10,-,12878512,344624
109.375099897,10,-,11986544,353312
109.375213861,10,-,10970048,325800
109.375337839,10,-,10279352,338832
109.37545681,10,-,11789616,318560
110.392555952,10,735201,27576,28960
110.392692804,145,18289,10765,28960
110.392824888,10,-,12942224,344624
110.392946959,10,-,12050256,353312
110.393066883,10,-,11027968,325800
110.393183947,10,-,10376368,338832
110.393297911,10,-,11937312,318560
111.410942793,10,741969,27816,28960
111.411103964,145,18289,10765,28960
111.411247969,10,-,13004488,344624
111.411390781,10,-,12109624,353312
111.411532879,10,-,11088784,325800
111.411664009,10,-,10482072,338832
111.411793947,10,-,12073424,318560
