1529266112.834820000,0
1529266112.836061000,0
1529266112.836363000,0
1529266112.837803000,0
1529266112.839055000,0
1529266112.839414000,0
1529266112.840798000,0
1529266112.842047000,0
1529266112.842342000,0
1529266112.843793000,0
1529266112.845093000,0
1529266112.845447000,0
1529266112.847039000,0
1529266112.848037000,0
1529266112.848333000,0
1529266112.849781000,0
1529266112.851034000,0
1529266112.851443000,0
1529266112.853029000,0
1529266112.854029000,0
1529266112.854327000,0
1529266112.855825000,0
1529266112.857075000,0
1529266112.857432000,0
1529266112.859071000,0
1529266112.860068000,0
1529266112.860347000,0
1529266112.861813000,0
1529266112.863066000,0
1529266112.863482000,0
1529266112.865060000,0
1529266112.866058000,0
1529266112.866331000,0
1529266112.867805000,0
1529266112.869054000,0
1529266112.869407000,0
1529266112.871049000,0
1529266112.872048000,0
1529266112.872329000,0
1529266112.873793000,0
1529266112.875044000,0
1529266112.875402000,0
1529266112.877039000,0
1529266112.878039000,0
1529266112.878328000,0
1529266112.879785000,0
1529266112.881036000,0
1529266112.881453000,0
1529266112.883032000,0
1529266112.884028000,0
1529266112.884345000,0
1529266112.885774000,0
1529266112.887025000,0
1529266112.887490000,0
1529266112.889021000,0
1529266112.890269000,0
1529266112.890615000,0
1529266112.892014000,0
1529266112.893264000,0
1529266112.893611000,0
1529266112.895011000,0
1529266112.896260000,0
1529266112.896545000,0
1529266112.898004000,0
1529266112.899256000,0
1529266112.899610000,0
1529266112.901000000,0
1529266112.902300000,0
1529266112.902626000,0
1529266112.903996000,0
1529266112.905296000,0
1529266112.905623000,0
1529266112.907043000,0
1529266112.908291000,0
1529266112.908579000,0
1529266112.910034000,0
1529266112.911286000,0
1529266112.911715000,0
1529266112.913280000,0
1529266112.914530000,0
1529266112.914853000,0
1529266112.916274000,0
1529266112.917525000,0
1529266112.917919000,0
1529266112.919521000,0
1529266112.920520000,0
1529266112.920829000,0
1529266112.922263000,0
1529266112.923517000,0
1529266112.923892000,0
1529266112.925512000,0
1529266112.926511000,0
1529266112.926840000,0
1529266112.928254000,0
1529266112.929506000,0
1529266112.929888000,0
1529266112.931504000,0
1529266112.932500000,0
1529266112.932820000,0
1529266112.934245000,0
1529266112.935496000,0
1529266112.935822000,0
1529266112.937241000,0
1529266112.938494000,0
1529266112.938871000,0
1529266112.940236000,0
1529266112.941486000,0
1529266112.941780000,0
