1529268752.486762000,172.16.9.1,172.16.4.1
1529268752.487308000,172.16.9.1,172.16.4.1
1529268752.487470000,172.16.9.1,172.16.4.1
1529268752.487613000,172.16.9.1,172.16.4.1
1529268752.487755000,172.16.9.1,172.16.4.1
1529268752.488214000,172.16.9.1,172.16.4.1
1529268752.488369000,172.16.9.1,172.16.4.1
1529268752.488512000,172.16.9.1,172.16.4.1
1529268752.488655000,172.16.9.1,172.16.4.1
1529268752.488998000,172.16.4.1,172.16.9.1
1529268752.489564000,172.16.9.1,172.16.4.1
1529268752.489729000,172.16.9.1,172.16.4.1
1529268752.489884000,172.16.9.1,172.16.4.1
1529268752.490027000,172.16.9.1,172.16.4.1
1529268752.490169000,172.16.9.1,172.16.4.1
1529268752.492009000,172.16.4.1,172.16.9.1
1529268752.492480000,172.16.9.1,172.16.4.1
1529268752.492656000,172.16.9.1,172.16.4.1
1529268752.492805000,172.16.9.1,172.16.4.1
1529268752.492945000,172.16.9.1,172.16.4.1
1529268752.495003000,172.16.4.1,172.16.9.1
1529268752.495533000,172.16.9.1,172.16.4.1
1529268752.495699000,172.16.9.1,172.16.4.1
1529268752.495845000,172.16.9.1,172.16.4.1
1529268752.495988000,172.16.9.1,172.16.4.1
1529268752.497996000,172.16.4.1,172.16.9.1
1529268752.498501000,172.16.9.1,172.16.4.1
1529268752.498667000,172.16.9.1,172.16.4.1
1529268752.500987000,172.16.4.1,172.16.9.1
1529268752.501533000,172.16.9.1,172.16.4.1
1529268752.501740000,172.16.9.1,172.16.4.1
1529268752.503990000,172.16.4.1,172.16.9.1
1529268752.504485000,172.16.9.1,172.16.4.1
1529268752.504645000,172.16.9.1,172.16.4.1
1529268752.507033000,172.16.4.1,172.16.9.1
1529268752.507588000,172.16.9.1,172.16.4.1
1529268752.507759000,172.16.9.1,172.16.4.1
1529268752.510027000,172.16.4.1,172.16.9.1
1529268752.510516000,172.16.9.1,172.16.4.1
1529268752.510694000,172.16.9.1,172.16.4.1
1529268752.513028000,172.16.4.1,172.16.9.1
1529268752.513624000,172.16.9.1,172.16.4.1
1529268752.513799000,172.16.9.1,172.16.4.1
1529268752.516019000,172.16.4.1,172.16.9.1
1529268752.516493000,172.16.9.1,172.16.4.1
1529268752.516653000,172.16.9.1,172.16.4.1
1529268752.519018000,172.16.4.1,172.16.9.1
1529268752.519503000,172.16.9.1,172.16.4.1
1529268752.519667000,172.16.9.1,172.16.4.1
1529268752.522260000,172.16.4.1,172.16.9.1
1529268752.522790000,172.16.9.1,172.16.4.1
1529268752.522958000,172.16.9.1,172.16.4.1
1529268752.525255000,172.16.4.1,172.16.9.1
1529268752.525800000,172.16.9.1,172.16.4.1
1529268752.525963000,172.16.9.1,172.16.4.1
1529268752.528241000,172.16.4.1,172.16.9.1
1529268752.528728000,172.16.9.1,172.16.4.1
1529268752.528890000,172.16.9.1,172.16.4.1
1529268752.531242000,172.16.4.1,172.16.9.1
1529268752.531793000,172.16.9.1,172.16.4.1
1529268752.531966000,172.16.9.1,172.16.4.1
1529268752.534496000,172.16.4.1,172.16.9.1
1529268752.535039000,172.16.9.1,172.16.4.1
1529268752.535212000,172.16.9.1,172.16.4.1
1529268752.537503000,172.16.4.1,172.16.9.1
1529268752.538053000,172.16.9.1,172.16.4.1
1529268752.538223000,172.16.9.1,172.16.4.1
1529268752.540477000,172.16.4.1,172.16.9.1
1529268752.540967000,172.16.9.1,172.16.4.1
1529268752.541138000,172.16.9.1,172.16.4.1
1529268752.543478000,172.16.4.1,172.16.9.1
1529268752.544059000,172.16.9.1,172.16.4.1
1529268752.544222000,172.16.9.1,172.16.4.1
1529268752.546468000,172.16.4.1,172.16.9.1
1529268752.546988000,172.16.9.1,172.16.4.1
1529268752.547158000,172.16.9.1,172.16.4.1
1529268752.549513000,172.16.4.1,172.16.9.1
1529268752.550051000,172.16.9.1,172.16.4.1
1529268752.550220000,172.16.9.1,172.16.4.1
1529268752.552459000,172.16.4.1,172.16.9.1
1529268752.552963000,172.16.9.1,172.16.4.1
1529268752.553128000,172.16.9.1,172.16.4.1
1529268752.555459000,172.16.4.1,172.16.9.1
1529268752.555974000,172.16.9.1,172.16.4.1
1529268752.556137000,172.16.9.1,172.16.4.1
1529268752.558512000,172.16.4.1,172.16.9.1
1529268752.559423000,172.16.9.1,172.16.4.1
1529268752.559688000,172.16.9.1,172.16.4.1
1529268752.561747000,172.16.4.1,172.16.9.1
1529268752.562296000,172.16.9.1,172.16.4.1
1529268752.562508000,172.16.9.1,172.16.4.1
1529268752.564744000,172.16.4.1,172.16.9.1
1529268752.565230000,172.16.9.1,172.16.4.1
1529268752.565390000,172.16.9.1,172.16.4.1
1529268752.567740000,172.16.4.1,172.16.9.1
1529268752.568241000,172.16.9.1,172.16.4.1
1529268752.568403000,172.16.9.1,172.16.4.1
1529268752.570730000,172.16.4.1,172.16.9.1
1529268752.571220000,172.16.9.1,172.16.4.1
1529268752.571379000,172.16.9.1,172.16.4.1
1529268752.573730000,172.16.4.1,172.16.9.1
1529268752.574279000,172.16.9.1,172.16.4.1
1529268752.574474000,172.16.9.1,172.16.4.1
1529268752.576725000,172.16.4.1,172.16.9.1
1529268752.577519000,172.16.9.1,172.16.4.1
1529268752.577774000,172.16.9.1,172.16.4.1
1529268752.579733000,172.16.4.1,172.16.9.1
1529268752.580543000,172.16.9.1,172.16.4.1
1529268752.580818000,172.16.9.1,172.16.4.1
1529268752.582716000,172.16.4.1,172.16.9.1
1529268752.583376000,172.16.9.1,172.16.4.1
1529268752.583554000,172.16.9.1,172.16.4.1
1529268752.585957000,172.16.4.1,172.16.9.1
1529268752.586478000,172.16.9.1,172.16.4.1
1529268752.586647000,172.16.9.1,172.16.4.1
1529268752.588704000,172.16.4.1,172.16.9.1
1529268752.589170000,172.16.9.1,172.16.4.1
1529268752.589334000,172.16.9.1,172.16.4.1
1529268752.591700000,172.16.4.1,172.16.9.1
1529268752.592241000,172.16.9.1,172.16.4.1
1529268752.592403000,172.16.9.1,172.16.4.1
1529268752.594701000,172.16.4.1,172.16.9.1
1529268752.595172000,172.16.9.1,172.16.4.1
1529268752.595340000,172.16.9.1,172.16.4.1
1529268752.597698000,172.16.4.1,172.16.9.1
1529268752.597928000,172.16.9.1,172.16.4.1
1529268752.598481000,172.16.9.1,172.16.4.1
1529268752.598642000,172.16.9.1,172.16.4.1
1529268752.600682000,172.16.4.1,172.16.9.1
1529268752.601168000,172.16.9.1,172.16.4.1
1529268752.601332000,172.16.9.1,172.16.4.1
1529268752.603685000,172.16.4.1,172.16.9.1
1529268752.604533000,172.16.9.1,172.16.4.1
1529268752.604764000,172.16.9.1,172.16.4.1
1529268752.606724000,172.16.4.1,172.16.9.1
1529268752.607509000,172.16.9.1,172.16.4.1
1529268752.607748000,172.16.9.1,172.16.4.1
1529268752.609712000,172.16.4.1,172.16.9.1
1529268752.610435000,172.16.9.1,172.16.4.1
1529268752.610610000,172.16.9.1,172.16.4.1
1529268752.612706000,172.16.4.1,172.16.9.1
1529268752.613180000,172.16.9.1,172.16.4.1
1529268752.613348000,172.16.9.1,172.16.4.1
1529268752.615709000,172.16.4.1,172.16.9.1
1529268752.616219000,172.16.9.1,172.16.4.1
1529268752.616384000,172.16.9.1,172.16.4.1
1529268752.618970000,172.16.4.1,172.16.9.1
1529268752.619439000,172.16.9.1,172.16.4.1
1529268752.619602000,172.16.9.1,172.16.4.1
1529268752.621955000,172.16.4.1,172.16.9.1
1529268752.622469000,172.16.9.1,172.16.4.1
1529268752.622633000,172.16.9.1,172.16.4.1
1529268752.624948000,172.16.4.1,172.16.9.1
1529268752.625427000,172.16.9.1,172.16.4.1
1529268752.625638000,172.16.9.1,172.16.4.1
1529268752.627940000,172.16.4.1,172.16.9.1
1529268752.628450000,172.16.9.1,172.16.4.1
1529268752.628620000,172.16.9.1,172.16.4.1
1529268752.630939000,172.16.4.1,172.16.9.1
1529268752.631724000,172.16.9.1,172.16.4.1
1529268752.632002000,172.16.9.1,172.16.4.1
1529268752.633930000,172.16.4.1,172.16.9.1
1529268752.634823000,172.16.9.1,172.16.4.1
1529268752.635052000,172.16.9.1,172.16.4.1
1529268752.636934000,172.16.4.1,172.16.9.1
1529268752.637929000,172.16.9.1,172.16.4.1
1529268752.638247000,172.16.9.1,172.16.4.1
1529268752.639918000,172.16.4.1,172.16.9.1
1529268752.640643000,172.16.9.1,172.16.4.1
1529268752.640870000,172.16.9.1,172.16.4.1
1529268752.642918000,172.16.4.1,172.16.9.1
1529268752.643541000,172.16.9.1,172.16.4.1
1529268752.643714000,172.16.9.1,172.16.4.1
1529268752.645925000,172.16.4.1,172.16.9.1
1529268752.646463000,172.16.9.1,172.16.4.1
1529268752.646642000,172.16.9.1,172.16.4.1
1529268752.648905000,172.16.4.1,172.16.9.1
1529268752.649413000,172.16.9.1,172.16.4.1
1529268752.649629000,172.16.9.1,172.16.4.1
1529268752.651900000,172.16.4.1,172.16.9.1
1529268752.652389000,172.16.9.1,172.16.4.1
1529268752.652557000,172.16.9.1,172.16.4.1
1529268752.654895000,172.16.4.1,172.16.9.1
1529268752.655374000,172.16.9.1,172.16.4.1
1529268752.655537000,172.16.9.1,172.16.4.1
1529268752.658187000,172.16.4.1,172.16.9.1
1529268752.658699000,172.16.9.1,172.16.4.1
1529268752.660266000,172.16.9.1,172.16.4.1
1529268752.661176000,172.16.4.1,172.16.9.1
1529268752.661677000,172.16.9.1,172.16.4.1
1529268752.663251000,172.16.9.1,172.16.4.1
1529268752.664194000,172.16.4.1,172.16.9.1
1529268752.665095000,172.16.9.1,172.16.4.1
1529268752.665416000,172.16.9.1,172.16.4.1
1529268752.667167000,172.16.4.1,172.16.9.1
1529268752.668041000,172.16.9.1,172.16.4.1
1529268752.668314000,172.16.9.1,172.16.4.1
1529268752.670181000,172.16.4.1,172.16.9.1
1529268752.671246000,172.16.9.1,172.16.4.1
1529268752.671629000,172.16.9.1,172.16.4.1
1529268752.673174000,172.16.4.1,172.16.9.1
1529268752.673837000,172.16.9.1,172.16.4.1
1529268752.674017000,172.16.9.1,172.16.4.1
1529268752.676163000,172.16.4.1,172.16.9.1
1529268752.676666000,172.16.9.1,172.16.4.1
1529268752.678261000,172.16.9.1,172.16.4.1
1529268752.679147000,172.16.4.1,172.16.9.1
1529268752.679611000,172.16.9.1,172.16.4.1
1529268752.681168000,172.16.9.1,172.16.4.1
1529268752.682147000,172.16.4.1,172.16.9.1
1529268752.682660000,172.16.9.1,172.16.4.1
1529268752.684233000,172.16.9.1,172.16.4.1
1529268752.685146000,172.16.4.1,172.16.9.1
1529268752.685692000,172.16.9.1,172.16.4.1
1529268752.687259000,172.16.9.1,172.16.4.1
1529268752.688145000,172.16.4.1,172.16.9.1
1529268752.688680000,172.16.9.1,172.16.4.1
1529268752.690290000,172.16.9.1,172.16.4.1
1529268752.691126000,172.16.4.1,172.16.9.1
1529268752.691617000,172.16.9.1,172.16.4.1
1529268752.693175000,172.16.9.1,172.16.4.1
1529268752.694124000,172.16.4.1,172.16.9.1
1529268752.694651000,172.16.9.1,172.16.4.1
1529268752.696226000,172.16.9.1,172.16.4.1
1529268752.697119000,172.16.4.1,172.16.9.1
1529268752.697612000,172.16.9.1,172.16.4.1
1529268752.699169000,172.16.9.1,172.16.4.1
1529268752.700114000,172.16.4.1,172.16.9.1
1529268752.700614000,172.16.9.1,172.16.4.1
1529268752.702210000,172.16.9.1,172.16.4.1
1529268752.703122000,172.16.4.1,172.16.9.1
1529268752.703954000,172.16.9.1,172.16.4.1
1529268752.704220000,172.16.9.1,172.16.4.1
1529268752.706108000,172.16.4.1,172.16.9.1
1529268752.707034000,172.16.9.1,172.16.4.1
1529268752.707282000,172.16.9.1,172.16.4.1
1529268752.709177000,172.16.4.1,172.16.9.1
1529268752.710064000,172.16.9.1,172.16.4.1
1529268752.710283000,172.16.9.1,172.16.4.1
1529268752.712158000,172.16.4.1,172.16.9.1
1529268752.712878000,172.16.9.1,172.16.4.1
1529268752.713077000,172.16.9.1,172.16.4.1
1529268752.715149000,172.16.4.1,172.16.9.1
1529268752.715647000,172.16.9.1,172.16.4.1
1529268752.717220000,172.16.9.1,172.16.4.1
1529268752.718142000,172.16.4.1,172.16.9.1
1529268752.718748000,172.16.9.1,172.16.4.1
1529268752.720327000,172.16.9.1,172.16.4.1
1529268752.721130000,172.16.4.1,172.16.9.1
1529268752.721621000,172.16.9.1,172.16.4.1
1529268752.723186000,172.16.9.1,172.16.4.1
1529268752.724139000,172.16.4.1,172.16.9.1
1529268752.724722000,172.16.9.1,172.16.4.1
1529268752.726363000,172.16.9.1,172.16.4.1
1529268752.727128000,172.16.4.1,172.16.9.1
1529268752.727629000,172.16.9.1,172.16.4.1
1529268752.729181000,172.16.9.1,172.16.4.1
1529268752.730382000,172.16.4.1,172.16.9.1
1529268752.730885000,172.16.9.1,172.16.4.1
1529268752.732446000,172.16.9.1,172.16.4.1
1529268752.733359000,172.16.4.1,172.16.9.1
1529268752.733889000,172.16.9.1,172.16.4.1
1529268752.735460000,172.16.9.1,172.16.4.1
1529268752.736352000,172.16.4.1,172.16.9.1
1529268752.736855000,172.16.9.1,172.16.4.1
1529268752.738523000,172.16.9.1,172.16.4.1
1529268752.739350000,172.16.4.1,172.16.9.1
1529268752.739828000,172.16.9.1,172.16.4.1
1529268752.741395000,172.16.9.1,172.16.4.1
1529268752.741602000,172.16.9.1,172.16.4.1
1529268752.742612000,172.16.4.1,172.16.9.1
1529268752.743189000,172.16.9.1,172.16.4.1
1529268752.745851000,172.16.4.1,172.16.9.1
1529268752.745918000,172.16.9.1,172.16.4.1
1529268752.746647000,172.16.9.1,172.16.4.1
1529268752.748493000,172.16.9.1,172.16.4.1
1529268752.748619000,172.16.4.1,172.16.9.1
1529268752.749348000,172.16.9.1,172.16.4.1
1529268752.749693000,172.16.9.1,172.16.4.1
1529268752.751596000,172.16.4.1,172.16.9.1
1529268752.752289000,172.16.9.1,172.16.4.1
1529268752.753886000,172.16.9.1,172.16.4.1
1529268752.754575000,172.16.4.1,172.16.9.1
1529268752.755091000,172.16.9.1,172.16.4.1
1529268752.756776000,172.16.9.1,172.16.4.1
1529268752.757874000,172.16.4.1,172.16.9.1
1529268752.758380000,172.16.9.1,172.16.4.1
1529268752.759955000,172.16.9.1,172.16.4.1
1529268752.760866000,172.16.4.1,172.16.9.1
1529268752.761361000,172.16.9.1,172.16.4.1
1529268752.762986000,172.16.9.1,172.16.4.1
1529268752.763866000,172.16.4.1,172.16.9.1
1529268752.764336000,172.16.9.1,172.16.4.1
1529268752.765890000,172.16.9.1,172.16.4.1
1529268752.766863000,172.16.4.1,172.16.9.1
1529268752.767386000,172.16.9.1,172.16.4.1
1529268752.768942000,172.16.9.1,172.16.4.1
1529268752.769861000,172.16.4.1,172.16.9.1
1529268752.770361000,172.16.9.1,172.16.4.1
1529268752.771913000,172.16.9.1,172.16.4.1
1529268752.772849000,172.16.4.1,172.16.9.1
1529268752.773344000,172.16.9.1,172.16.4.1
1529268752.774990000,172.16.9.1,172.16.4.1
1529268752.775858000,172.16.4.1,172.16.9.1
1529268752.776365000,172.16.9.1,172.16.4.1
1529268752.777932000,172.16.9.1,172.16.4.1
1529268752.778841000,172.16.4.1,172.16.9.1
1529268752.779350000,172.16.9.1,172.16.4.1
1529268752.780943000,172.16.9.1,172.16.4.1
1529268752.782093000,172.16.4.1,172.16.9.1
1529268752.782593000,172.16.9.1,172.16.4.1
1529268752.784151000,172.16.9.1,172.16.4.1
1529268752.784832000,172.16.4.1,172.16.9.1
1529268752.785498000,172.16.9.1,172.16.4.1
1529268752.785720000,172.16.9.1,172.16.4.1
1529268752.787836000,172.16.4.1,172.16.9.1
1529268752.788331000,172.16.9.1,172.16.4.1
1529268752.789907000,172.16.9.1,172.16.4.1
1529268752.790828000,172.16.4.1,172.16.9.1
1529268752.791319000,172.16.9.1,172.16.4.1
1529268752.792875000,172.16.9.1,172.16.4.1
1529268752.793826000,172.16.4.1,172.16.9.1
1529268752.794361000,172.16.9.1,172.16.4.1
1529268752.795936000,172.16.9.1,172.16.4.1
1529268752.796809000,172.16.4.1,172.16.9.1
1529268752.797302000,172.16.9.1,172.16.4.1
1529268752.798922000,172.16.9.1,172.16.4.1
1529268752.800056000,172.16.4.1,172.16.9.1
1529268752.800523000,172.16.9.1,172.16.4.1
1529268752.802198000,172.16.9.1,172.16.4.1
1529268752.803300000,172.16.4.1,172.16.9.1
1529268752.803812000,172.16.9.1,172.16.4.1
1529268752.805386000,172.16.9.1,172.16.4.1
1529268752.806043000,172.16.4.1,172.16.9.1
1529268752.806494000,172.16.9.1,172.16.4.1
1529268752.808048000,172.16.9.1,172.16.4.1
1529268752.809103000,172.16.4.1,172.16.9.1
1529268752.809749000,172.16.9.1,172.16.4.1
1529268752.809936000,172.16.9.1,172.16.4.1
1529268752.813851000,172.16.4.1,172.16.9.1
1529268752.814417000,172.16.9.1,172.16.4.1
1529268752.814528000,172.16.4.1,172.16.9.1
1529268752.814983000,172.16.9.1,172.16.4.1
1529268752.817706000,172.16.9.1,172.16.4.1
1529268752.817796000,172.16.4.1,172.16.9.1
1529268752.817868000,172.16.9.1,172.16.4.1
1529268752.818367000,172.16.9.1,172.16.4.1
1529268752.820845000,172.16.4.1,172.16.9.1
1529268752.820940000,172.16.9.1,172.16.4.1
1529268752.821536000,172.16.9.1,172.16.4.1
1529268752.823126000,172.16.9.1,172.16.4.1
1529268752.823816000,172.16.4.1,172.16.9.1
1529268752.824273000,172.16.9.1,172.16.4.1
1529268752.825873000,172.16.9.1,172.16.4.1
1529268752.826820000,172.16.4.1,172.16.9.1
1529268752.827341000,172.16.9.1,172.16.4.1
1529268752.828919000,172.16.9.1,172.16.4.1
1529268752.829806000,172.16.4.1,172.16.9.1
1529268752.830304000,172.16.9.1,172.16.4.1
1529268752.831872000,172.16.9.1,172.16.4.1
1529268752.832801000,172.16.4.1,172.16.9.1
1529268752.833278000,172.16.9.1,172.16.4.1
1529268752.834894000,172.16.9.1,172.16.4.1
1529268752.836052000,172.16.4.1,172.16.9.1
1529268752.836525000,172.16.9.1,172.16.4.1
1529268752.838163000,172.16.9.1,172.16.4.1
1529268752.839048000,172.16.4.1,172.16.9.1
1529268752.839553000,172.16.9.1,172.16.4.1
1529268752.841203000,172.16.9.1,172.16.4.1
1529268752.842295000,172.16.4.1,172.16.9.1
1529268752.842787000,172.16.9.1,172.16.4.1
1529268752.844340000,172.16.9.1,172.16.4.1
1529268752.845037000,172.16.4.1,172.16.9.1
1529268752.845682000,172.16.9.1,172.16.4.1
1529268752.847265000,172.16.9.1,172.16.4.1
1529268752.848031000,172.16.4.1,172.16.9.1
1529268752.848499000,172.16.9.1,172.16.4.1
1529268752.850084000,172.16.9.1,172.16.4.1
1529268752.851029000,172.16.4.1,172.16.9.1
1529268752.851574000,172.16.9.1,172.16.4.1
1529268752.853170000,172.16.9.1,172.16.4.1
1529268752.854272000,172.16.4.1,172.16.9.1
